rank,product_type,lots,share_pct,cumulative_pct
2403,обеспечение,5,0.001,98.99
2404,площадка,5,0.001,98.99
2405,шпуля,5,0.001,98.99
2406,фосфомицин,5,0.001,98.99
2407,аэратор,5,0.001,98.99
2408,ребамипид,5,0.001,98.99
2409,клопидогрель,5,0.001,99.00
2410,микромотор,5,0.001,99.00
2411,прибор инструмент,5,0.001,99.00
2412,флуметазон,5,0.001,99.00
2413,кошма,5,0.001,99.00
2414,электроотсос,5,0.001,99.00
2415,менажница,5,0.001,99.00
2416,наличник,5,0.001,99.00
2417,алюминон,5,0.001,99.00
2418,навоз,5,0.001,99.01
2419,идентификатор,5,0.001,99.01
2420,стеклопластик,5,0.001,99.01
2421,радиоудлинитель,5,0.001,99.01
2422,спирометр,5,0.001,99.01
2423,уличный,5,0.001,99.01
2424,аккумуляторный,5,0.001,99.01
2425,коргликона,5,0.001,99.01
2426,воздухоочиститель,5,0.001,99.01
2427,аккордеон,5,0.001,99.02
2428,цистон,5,0.001,99.02
2429,дымомер,5,0.001,99.02
2430,имплант,5,0.001,99.02
2431,система быстродействующий,5,0.001,99.02
2432,толкатель,5,0.001,99.02
2433,устройство прицепной,5,0.001,99.02
2434,боеприпас,5,0.001,99.02
2435,запорный,5,0.001,99.02
2436,молотый,5,0.001,99.03
2437,креолин,5,0.001,99.03
2438,устройство контроль,5,0.001,99.03
2439,пиридин,5,0.001,99.03
2440,школьный,5,0.001,99.03
2441,кристаллический,5,0.001,99.03
2442,интерфейс,5,0.001,99.03
2443,уровнемер,5,0.001,99.03
2444,фенобарбитал,5,0.001,99.03
2445,соединительный,5,0.001,99.03
2446,заглушитель,5,0.001,99.04
2447,нистатин,5,0.001,99.04
2448,столбик,5,0.001,99.04
2449,шляпа,5,0.001,99.04
2450,дневник,5,0.001,99.04
2451,фоторецептор,5,0.001,99.04
2452,рым,5,0.001,99.04
2453,метилурацил,5,0.001,99.04
2454,молотилка,5,0.001,99.04
2455,электротележка,5,0.001,99.05
2456,панно,5,0.001,99.05
2457,сепаратор,5,0.001,99.05
2458,яд,5,0.001,99.05
2459,термопреобразователь,5,0.001,99.05
2460,купорос,5,0.001,99.05
2461,тоо,5,0.001,99.05
2462,грим,5,0.001,99.05
2463,ахо,5,0.001,99.05
2464,тонкогубец,5,0.001,99.06
2465,мельница,5,0.001,99.06
2466,рассеиватель,5,0.001,99.06
2467,колода,5,0.001,99.06
2468,толь,5,0.001,99.06
2469,раствор реакция,5,0.001,99.06
2470,изобутиловый,5,0.001,99.06
2471,просо,5,0.001,99.06
2472,сукцинилировать,5,0.001,99.06
2473,копьё,5,0.001,99.07
2474,пароочиститель,5,0.001,99.07
2475,оргтехника,5,0.001,99.07
2476,гамма,5,0.001,99.07
2477,служебный,5,0.001,99.07
2478,выпрямитель,5,0.001,99.07
2479,перманганат,5,0.001,99.07
2480,часть,5,0.001,99.07
2481,корица,5,0.001,99.07
2482,нифедипин,5,0.001,99.08
2483,преобретение,5,0.001,99.08
2484,термошейкер,5,0.001,99.08
2485,будка,5,0.001,99.08
2486,намордник,5,0.001,99.08
2487,сеялка,5,0.001,99.08
2488,аммофос,5,0.001,99.08
2489,домик,5,0.001,99.08
2490,моксифлоксацин,5,0.001,99.08
2491,карп,5,0.001,99.09
2492,мотобур,5,0.001,99.09
2493,устройство спусковой,5,0.001,99.09
2494,электробритва,5,0.001,99.09
2495,машина скрепление,5,0.001,99.09
2496,магистраль,5,0.001,99.09
2497,аммоний,5,0.001,99.09
2498,прибор страховать,5,0.001,99.09
2499,асфальт,5,0.001,99.09
2500,вермикулит,5,0.001,99.09
2501,черпак,5,0.001,99.10
2502,осина,5,0.001,99.10
2503,ласт,5,0.001,99.10
2504,фенилацетальдегид,5,0.001,99.10
2505,белофора,5,0.001,99.10
2506,специализированный,5,0.001,99.10
2507,5517,5,0.001,99.10
2508,сополимер,5,0.001,99.10
2509,прибор гидравлический,5,0.001,99.10
2510,пулеулавливатель,5,0.001,99.11
2511,массив,5,0.001,99.11
2512,тушь,5,0.001,99.11
2513,мифепристон,5,0.001,99.11
2514,колледж,5,0.001,99.11
2515,rgp,5,0.001,99.11
2516,масло пихта,5,0.001,99.11
2517,фуразолидон,5,0.001,99.11
2518,имбирь,5,0.001,99.11
2519,напоромер,5,0.001,99.12
2520,вольтметр,5,0.001,99.12
2521,раствор огнебиозащитный,5,0.001,99.12
2522,арахис,5,0.001,99.12
2523,10,5,0.001,99.12
2524,никетамид,5,0.001,99.12
2525,теплоизоляционный,5,0.001,99.12
2526,глицерол,5,0.001,99.12
2527,кацелярский,5,0.001,99.12
2528,чулок,5,0.001,99.13
2529,фигурка,5,0.001,99.13
2530,нивелир,5,0.001,99.13
2531,сплав,5,0.001,99.13
2532,карман,5,0.001,99.13
2533,ручной,5,0.001,99.13
2534,сотейник,4,0.001,99.13
2535,рак,4,0.001,99.13
2536,приобретен,4,0.001,99.13
2537,нектар,4,0.001,99.13
2538,керосин,4,0.001,99.14
2539,ацетаминофный,4,0.001,99.14
2540,бутамират,4,0.001,99.14
2541,гипромеллоза,4,0.001,99.14
2542,тикагрелора,4,0.001,99.14
2543,полотенцедержатель,4,0.001,99.14
2544,эплеренон,4,0.001,99.14
2545,тетризолина,4,0.001,99.14
2546,витекс,4,0.001,99.14
2547,рыбный,4,0.001,99.14
2548,масло автотранспорт,4,0.001,99.14
2549,тиотриазолин,4,0.001,99.14
2550,шумомер,4,0.001,99.15
2551,лейцин,4,0.001,99.15
2552,празиквантела,4,0.001,99.15
2553,пелерина,4,0.001,99.15
2554,шеффер,4,0.001,99.15
2555,козырёк,4,0.001,99.15
2556,створка,4,0.001,99.15
2557,цефамезин,4,0.001,99.15
2558,сантехника,4,0.001,99.15
2559,пеньюар,4,0.001,99.15
2560,чешка,4,0.001,99.15
2561,венец,4,0.001,99.16
2562,охладитель,4,0.001,99.16
2563,угломер,4,0.001,99.16
2564,лекало,4,0.001,99.16
2565,система оповещение,4,0.001,99.16
2566,акридиновый,4,0.001,99.16
2567,бромат,4,0.001,99.16
2568,прерыватель,4,0.001,99.16
2569,сопло,4,0.001,99.16
2570,гребень,4,0.001,99.16
2571,устройство лабораторный,4,0.001,99.16
2572,гу,4,0.001,99.17
2573,технический,4,0.001,99.17
2574,прибор учёт,4,0.001,99.17
2575,озеленение,4,0.001,99.17
2576,толуол,4,0.001,99.17
2577,туалетный,4,0.001,99.17
2578,бензоксония,4,0.001,99.17
2579,алюминиевый,4,0.001,99.17
2580,средство обморожение,4,0.001,99.17
2581,паприка,4,0.001,99.17
2582,учреждение,4,0.001,99.17
2583,шаров,4,0.001,99.17
2584,прибор контроль,4,0.001,99.18
2585,олопатадин,4,0.001,99.18
2586,машина подметальный,4,0.001,99.18
2587,организационный,4,0.001,99.18
2588,вибротрамбовка,4,0.001,99.18
2589,фруктоза,4,0.001,99.18
2590,днище,4,0.001,99.18
2591,лузга,4,0.001,99.18
2592,смазочный,4,0.001,99.18
2593,кап,4,0.001,99.18
2594,диацереин,4,0.001,99.18
2595,дипиридамол,4,0.001,99.19
2596,эритромицин,4,0.001,99.19
2597,нагнетатель,4,0.001,99.19
2598,алтей,4,0.001,99.19
2599,лазерный,4,0.001,99.19
2600,мелатонина,4,0.001,99.19
2601,присоска,4,0.001,99.19
2602,гимекромон,4,0.001,99.19
2603,паллет,4,0.001,99.19
2604,хозяйственно,4,0.001,99.19
2605,консервооткрыватель,4,0.001,99.19
2606,велопаркинг,4,0.001,99.19
2607,прибор измерение,4,0.001,99.20
2608,обслуживание,4,0.001,99.20
2609,нитратомер,4,0.001,99.20
2610,камертон,4,0.001,99.20
2611,черепица,4,0.001,99.20
2612,при,4,0.001,99.20
2613,ветроуказатель,4,0.001,99.20
2614,тримеперидин,4,0.001,99.20
2615,малонилмочевина,4,0.001,99.20
2616,дробилка,4,0.001,99.20
2617,стенка,4,0.001,99.20
2618,платформа,4,0.001,99.21
2619,благоустройство,4,0.001,99.21
2620,никель,4,0.001,99.21
2621,уборка,4,0.001,99.21
2622,суфлёр,4,0.001,99.21
2623,доксиламин,4,0.001,99.21
2624,инъектор,4,0.001,99.21
2625,получение,4,0.001,99.21
2626,вид,4,0.001,99.21
2627,электроматериал,4,0.001,99.21
2628,к,4,0.001,99.21
2629,дихлордифенилтрихлорэтан,4,0.001,99.21
2630,охлаждать,4,0.001,99.22
2631,сварочный,4,0.001,99.22
2632,компрессометр,4,0.001,99.22
2633,мупироцин,4,0.001,99.22
2634,отопительный,4,0.001,99.22
2635,газораспределитель,4,0.001,99.22
2636,килоамперметр,4,0.001,99.22
2637,кета,4,0.001,99.22
2638,толщиномер,4,0.001,99.22
2639,солома,4,0.001,99.22
2640,светофор,4,0.001,99.22
2641,бумага мешочный,4,0.001,99.23
2642,светофильтр,4,0.001,99.23
2643,цефтазидеть,4,0.001,99.23
2644,обрещётка,4,0.001,99.23
2645,балет,4,0.001,99.23
2646,тетрафторэтан,4,0.001,99.23
2647,поплавковый,4,0.001,99.23
2648,печка,4,0.001,99.23
2649,капсула,4,0.001,99.23
2650,робот,4,0.001,99.23
2651,ясли,4,0.001,99.23
2652,обшивка,4,0.001,99.23
2653,машина термозапаивать,4,0.001,99.24
2654,азотнокислый,4,0.001,99.24
2655,система учёт,4,0.001,99.24
2656,магнето,4,0.001,99.24
2657,фритюрница,4,0.001,99.24
2658,поликлиника,4,0.001,99.24
2659,гсм,4,0.001,99.24
2660,заклёпочник,4,0.001,99.24
2661,дверной,4,0.001,99.24
2662,каболка,4,0.001,99.24
2663,тряпьё,4,0.001,99.24
2664,норфлоксацин,4,0.001,99.25
2665,зомепразол,4,0.001,99.25
2666,треск,4,0.001,99.25
2667,вязка,4,0.001,99.25
2668,диметил,4,0.001,99.25
2669,подстаканник,4,0.001,99.25
2670,визитка,4,0.001,99.25
2671,абсорбер,4,0.001,99.25
2672,планетарка,4,0.001,99.25
2673,оланзапина,4,0.001,99.25
2674,шланговый,4,0.001,99.25
2675,устройство радиоэлектронный,4,0.001,99.25
2676,сервопривод,4,0.001,99.26
2677,уротропин,4,0.001,99.26
2678,весёлка,4,0.001,99.26
2679,пряжка,4,0.001,99.26
2680,электронный,4,0.001,99.26
2681,котелок,4,0.001,99.26
2682,антимонилтартрат,4,0.001,99.26
2683,изолировать,4,0.001,99.26
2684,аргинин,4,0.001,99.26
2685,мизопростол,4,0.001,99.26
2686,информационный,4,0.001,99.26
2687,конц,4,0.001,99.27
2688,6655,4,0.001,99.27
2689,бензилбензоат,4,0.001,99.27
2690,цветочный,4,0.001,99.27
2691,трость,4,0.001,99.27
2692,пропиленгликоль,4,0.001,99.27
2693,уздечка,4,0.001,99.27
2694,освещение,4,0.001,99.27
2695,устройство вводный,4,0.001,99.27
2696,металл,4,0.001,99.27
2697,строительныйх,4,0.001,99.27
2698,масло гсм,4,0.001,99.28
2699,эсколара,4,0.001,99.28
2700,клин,4,0.001,99.28
2701,термобельё,4,0.001,99.28
2702,марзан,4,0.001,99.28
2703,курт,4,0.001,99.28
2704,талреп,4,0.001,99.28
2705,сопротивление,4,0.001,99.28
2706,амитриптилин,4,0.001,99.28
2707,мектепка,4,0.001,99.28
2708,индометацин,4,0.001,99.28
2709,передача,4,0.001,99.28
2710,цефепим,4,0.001,99.29
2711,лако,4,0.001,99.29
2712,филамент,4,0.001,99.29
2713,грохот,4,0.001,99.29
2714,очистка,4,0.001,99.29
2715,белладонна,4,0.001,99.29
2716,устройство давление,4,0.001,99.29
2717,метанол,4,0.001,99.29
2718,купить,4,0.001,99.29
2719,тимол,4,0.001,99.29
2720,панама,4,0.001,99.29
2721,устройство распределительный,4,0.001,99.30
2722,бутсы,4,0.001,99.30
2723,радиометр,4,0.001,99.30
2724,смесь мозаичный,4,0.001,99.30
2725,полумаска,4,0.001,99.30
2726,кузов,4,0.001,99.30
2727,памятный,4,0.001,99.30
2728,инжектор,4,0.001,99.30
2729,видеонаблюдение,4,0.001,99.30
2730,биоактивный,4,0.001,99.30
2731,реактивный,4,0.001,99.30
2732,магнитола,4,0.001,99.30
2733,осуществление,4,0.001,99.31
2734,драже,4,0.001,99.31
2735,сахарин,4,0.001,99.31
2736,ревматоидный,4,0.001,99.31
2737,волногаситель,4,0.001,99.31
2738,аминокапроновый,4,0.001,99.31
2739,устройство продувочный,4,0.001,99.31
2740,сукно,4,0.001,99.31
2741,озокерит,4,0.001,99.31
2742,бензалконие,4,0.001,99.31
2743,имипенемой,4,0.001,99.31
2744,ламотриджина,4,0.001,99.32
2745,солонка,4,0.001,99.32
2746,прибор проверка,4,0.001,99.32
2747,термоузел,4,0.001,99.32
2748,кобура,4,0.001,99.32
2749,бочат,4,0.001,99.32
2750,воздухоосушитель,4,0.001,99.32
2751,влагомер,4,0.001,99.32
2752,портативный,4,0.001,99.32
2753,локатор,4,0.001,99.32
2754,фотодиод,4,0.001,99.32
2755,нутромер,4,0.001,99.32
2756,дулоксетин,4,0.001,99.33
2757,транспортёр,4,0.001,99.33
2758,лопасть,4,0.001,99.33
2759,масляный,4,0.001,99.33
2760,концтовар,4,0.001,99.33
2761,маннит,4,0.001,99.33
2762,леветирацет,4,0.001,99.33
2763,суксаметония,4,0.001,99.33
2764,пошивочный,3,0.001,99.33
2765,тиоколхикозид,3,0.001,99.33
2766,масло вакуумный,3,0.001,99.33
2767,рампа,3,0.001,99.33
2768,пневмораспределитель,3,0.001,99.34
2769,синтетический,3,0.001,99.34
2770,термопара,3,0.001,99.34
2771,эластотонометр,3,0.001,99.34
2772,тизанидина,3,0.001,99.34
2773,рифаксимин,3,0.001,99.34
2774,сульпирида,3,0.001,99.34
2775,формиат,3,0.001,99.34
2776,севофлуран,3,0.001,99.34
2777,бромфенак,3,0.001,99.34
2778,метилэтилпиридинол,3,0.001,99.34
2779,изоконазол,3,0.001,99.34
2780,соска,3,0.001,99.34
2781,специя,3,0.001,99.34
2782,кальмар,3,0.001,99.34
2783,дипломат,3,0.001,99.34
2784,тромбо,3,0.001,99.35
2785,силденафить,3,0.001,99.35
2786,гроб,3,0.001,99.35
2787,диоксолана,3,0.001,99.35
2788,антибиотик,3,0.001,99.35
2789,бактериальный,3,0.001,99.35
2790,цистеин,3,0.001,99.35
2791,имидокарб,3,0.001,99.35
2792,автотранспортный,3,0.001,99.35
2793,награждение,3,0.001,99.35
2794,пестик,3,0.001,99.35
2795,диметилтерефталат,3,0.001,99.35
2796,диметилфталат,3,0.001,99.35
2797,хлорат,3,0.001,99.35
2798,ацетилен,3,0.001,99.35
2799,парад,3,0.001,99.36
2800,фотоэлемент,3,0.001,99.36
2801,субстрат,3,0.001,99.36
2802,водоотделитель,3,0.001,99.36
2803,шумоглушитель,3,0.001,99.36
2804,замша,3,0.001,99.36
2805,якорь,3,0.001,99.36
2806,хвостовик,3,0.001,99.36
2807,полукольцо,3,0.001,99.36
2808,актуатор,3,0.001,99.36
2809,тимолфталеин,3,0.001,99.36
2810,металлоиндикатор,3,0.001,99.36
2811,бурав,3,0.001,99.36
2812,броня,3,0.001,99.36
2813,подворотничок,3,0.001,99.36
2814,машина моечный,3,0.001,99.37
2815,нафтиламин,3,0.001,99.37
2816,нуж,3,0.001,99.37
2817,дверца,3,0.001,99.37
2818,микробюретка,3,0.001,99.37
2819,индигокармин,3,0.001,99.37
2820,конкурс,3,0.001,99.37
2821,стык,3,0.001,99.37
2822,кромка,3,0.001,99.37
2823,чернозём,3,0.001,99.37
2824,прошивка,3,0.001,99.37
2825,мусорный,3,0.001,99.37
2826,светоотражатель,3,0.001,99.37
2827,браш,3,0.001,99.37
2828,слюда,3,0.001,99.37
2829,гидрокарбонат,3,0.001,99.38
2830,кляммера,3,0.001,99.38
2831,телега,3,0.001,99.38
2832,антиперспирант,3,0.001,99.38
2833,гидрокомбинезон,3,0.001,99.38
2834,гккп,3,0.001,99.38
2835,бронежилет,3,0.001,99.38
2836,клобетазол,3,0.001,99.38
2837,устройство переходный,3,0.001,99.38
2838,калибратор,3,0.001,99.38
2839,узи,3,0.001,99.38
2840,обвязка,3,0.001,99.38
2841,индивидуальный,3,0.001,99.38
2842,средство личный,3,0.001,99.38
2843,триммер,3,0.001,99.38
2844,мемантин,3,0.001,99.38
2845,метил,3,0.001,99.39
2846,ибандроновый,3,0.001,99.39
2847,лесоматериал,3,0.001,99.39
2848,сердечник,3,0.001,99.39
2849,система сигнальный,3,0.001,99.39
2850,гидроизол,3,0.001,99.39
2851,пустырник,3,0.001,99.39
2852,коляска,3,0.001,99.39
2853,балласт,3,0.001,99.39
2854,сплит,3,0.001,99.39
2855,шнек,3,0.001,99.39
2856,система электронный,3,0.001,99.39
2857,колбасный,3,0.001,99.39
2858,электрощётка,3,0.001,99.39
2859,ригель,3,0.001,99.39
2860,оксибутинин,3,0.001,99.40
2861,испаритель,3,0.001,99.40
2862,система видеонаблюдение,3,0.001,99.40
2863,проушина,3,0.001,99.40
2864,поковка,3,0.001,99.40
2865,предмет,3,0.001,99.40
2866,видеорекордер,3,0.001,99.40
2867,дух,3,0.001,99.40
2868,рентранслятор,3,0.001,99.40
2869,nas,3,0.001,99.40
2870,скалыватель,3,0.001,99.40
2871,пополнение,3,0.001,99.40
2872,бас,3,0.001,99.40
2873,сухой,3,0.001,99.40
2874,отделочный,3,0.001,99.40
2875,рифабутин,3,0.001,99.41
2876,цветной,3,0.001,99.41
2877,офис,3,0.001,99.41
2878,программатор,3,0.001,99.41
2879,брать,3,0.001,99.41
2880,хлорталидон,3,0.001,99.41
2881,колодец,3,0.001,99.41
2882,система стационарный,3,0.001,99.41
2883,пневмобаллон,3,0.001,99.41
2884,дактилоскопический,3,0.001,99.41
2885,зга,3,0.001,99.41
2886,ванадат,3,0.001,99.41
2887,шплинт,3,0.001,99.41
2888,упряжь,3,0.001,99.41
2889,устройство импульсный,3,0.001,99.41
2890,бактерицидный,3,0.001,99.42
2891,тетрабутиламмоний,3,0.001,99.42
2892,капилляр,3,0.001,99.42
2893,уплотнительный,3,0.001,99.42
2894,кетоно,3,0.001,99.42
2895,анилин,3,0.001,99.42
2896,дитизона,3,0.001,99.42
2897,пробный,3,0.001,99.42
2898,бить,3,0.001,99.42
2899,приоретение,3,0.001,99.42
2900,полутапочки,3,0.001,99.42
2901,комплект,3,0.001,99.42
2902,межкомнатный,3,0.001,99.42
2903,машина листоподборочный,3,0.001,99.42
2904,понтон,3,0.001,99.42
2905,мрамор,3,0.001,99.42
2906,фиксаж,3,0.001,99.43
2907,слюноотсос,3,0.001,99.43
2908,ивермектин,3,0.001,99.43
2909,устройство зажигать,3,0.001,99.43
2910,лор,3,0.001,99.43
2911,автокераторефрактометр,3,0.001,99.43
2912,видеосервер,3,0.001,99.43
2913,несессер,3,0.001,99.43
2914,жидкий,3,0.001,99.43
2915,тофизоп,3,0.001,99.43
2916,спорттовары,3,0.001,99.43
2917,поливинилхлорид,3,0.001,99.43
2918,дк,3,0.001,99.43
2919,93,3,0.001,99.43
2920,доксазозина,3,0.001,99.43
2921,высокофункциональный,3,0.001,99.44
2922,вариатор,3,0.001,99.44
2923,бумага перфорированный,3,0.001,99.44
2924,номер,3,0.001,99.44
2925,столб,3,0.001,99.44
2926,сковородка,3,0.001,99.44
2927,каменный,3,0.001,99.44
2928,канализационный,3,0.001,99.44
2929,дефектоскопия,3,0.001,99.44
2930,корневище,3,0.001,99.44
2931,полиэтилен,3,0.001,99.44
2932,медный,3,0.001,99.44
2933,дихлорбензол,3,0.001,99.44
2934,служба,3,0.001,99.44
2935,суспензия,3,0.001,99.44
2936,настенный,3,0.001,99.45
2937,шампур,3,0.001,99.45
2938,прикуриватель,3,0.001,99.45
2939,сцена,3,0.001,99.45
2940,карипаин,3,0.001,99.45
2941,диэлектрический,3,0.001,99.45
2942,средство медицинский,3,0.001,99.45
2943,воздухоподогреватель,3,0.001,99.45
2944,хлыст,3,0.001,99.45
2945,левотироксин,3,0.001,99.45
2946,ледоступ,3,0.001,99.45
2947,диафрагма,3,0.001,99.45
2948,it,3,0.001,99.45
2949,гидроаккумулятор,3,0.001,99.45
2950,микропроцессор,3,0.001,99.45
2951,хозяйствёный,3,0.001,99.45
2952,машина стационарный,3,0.001,99.46
2953,устройство натяжной,3,0.001,99.46
2954,лецитин,3,0.001,99.46
2955,никотинамид,3,0.001,99.46
2956,хозяйтвенный,3,0.001,99.46
2957,перенос,3,0.001,99.46
2958,лампа щелевой,3,0.001,99.46
2959,кенс,3,0.001,99.46
2960,массажный,3,0.001,99.46
2961,устройство сбор,3,0.001,99.46
2962,лосось,3,0.001,99.46
2963,парафинонагреватель,3,0.001,99.46
2964,оттяжка,3,0.001,99.46
2965,дождеприёмник,3,0.001,99.46
2966,шкатулка,3,0.001,99.46
2967,литий,3,0.001,99.47
2968,средство дезактивировать,3,0.001,99.47
2969,бупивакаин,3,0.001,99.47
2970,асфальтобетон,3,0.001,99.47
2971,суперфосфат,3,0.001,99.47
2972,приобртение,3,0.001,99.47
2973,ремантадин,3,0.001,99.47
2974,кристалл,3,0.001,99.47
2975,рабепразол,3,0.001,99.47
2976,венчик,3,0.001,99.47
2977,трубчатый,3,0.001,99.47
2978,формуляр,3,0.001,99.47
2979,дезогестрела,3,0.001,99.47
2980,гребенка,3,0.001,99.47
2981,щука,3,0.001,99.47
2982,фрамицетина,3,0.001,99.48
2983,полир,3,0.001,99.48
2984,акрилонитрил,3,0.001,99.48
2985,змеевик,3,0.001,99.48
2986,клевидипин,3,0.001,99.48
2987,аппарат инактивация,3,0.001,99.48
2988,ксиленоловый,3,0.001,99.48
2989,щуп,3,0.001,99.48
2990,кекс,3,0.001,99.48
2991,тумблер,3,0.001,99.48
2992,радиомодем,3,0.001,99.48
2993,диметилглиоксить,3,0.001,99.48
2994,лобелина,3,0.001,99.48
2995,гинкго,3,0.001,99.48
2996,йодат,3,0.001,99.48
2997,смородина,3,0.001,99.49
2998,минеральный,3,0.001,99.49
2999,телятина,3,0.001,99.49
3000,неостигмина,3,0.001,99.49
3001,тень,3,0.001,99.49
3002,аз,3,0.001,99.49
3003,расходник,3,0.001,99.49
3004,водоснабжение,3,0.001,99.49
3005,метр,3,0.001,99.49
3006,тягомер,3,0.001,99.49
3007,сошка,3,0.001,99.49
3008,гидрогель,3,0.001,99.49
3009,парус,3,0.001,99.49
3010,элтромбопаг,3,0.001,99.49
3011,слесарный,3,0.001,99.49
3012,тахеометр,3,0.001,99.49
3013,нингидрин,3,0.001,99.50
3014,вулканизатор,3,0.001,99.50
3015,москитный,3,0.001,99.50
3016,влагомаслоотделитель,3,0.001,99.50
3017,садик,3,0.001,99.50
3018,ранец,3,0.001,99.50
3019,хозяйство,3,0.001,99.50
3020,штаны,3,0.001,99.50
3021,дифениламин,3,0.001,99.50
3022,вч,3,0.001,99.50
3023,прибор специя,3,0.001,99.50
3024,биотина,3,0.001,99.50
3025,хлорофиллипт,3,0.001,99.50
3026,5548,3,0.001,99.50
3027,линь,3,0.001,99.50
3028,этодолак,3,0.001,99.51
3029,нашивка,3,0.001,99.51
3030,медицинал,3,0.001,99.51
3031,кухня,3,0.001,99.51
3032,демпфер,3,0.001,99.51
3033,клеммникнуть,3,0.001,99.51
3034,18,3,0.001,99.51
3035,масло пихтовый,3,0.001,99.51
3036,чиллер,3,0.001,99.51
3037,коронатор,3,0.001,99.51
3038,афлиберцепт,3,0.001,99.51
3039,шпинат,3,0.001,99.51
3040,балычный,3,0.001,99.51
3041,тобрамицин,3,0.001,99.51
3042,авакадо,3,0.001,99.51
3043,алоглиптина,3,0.001,99.52
3044,реннина,3,0.001,99.52
3045,пиридилазый,3,0.001,99.52
3046,стабилоанализатор,3,0.001,99.52
3047,система хранение,3,0.001,99.52
3048,текстолит,3,0.001,99.52
3049,метол,3,0.001,99.52
3050,монокуляр,3,0.001,99.52
3051,кетоконазол,3,0.001,99.52
3052,пошив,3,0.001,99.52
3053,итоприд,3,0.001,99.52
3054,набор,3,0.001,99.52
3055,жгутик,3,0.001,99.52
3056,гидрохинон,3,0.001,99.52
3057,протез,3,0.001,99.52
3058,башня,3,0.001,99.53
3059,облепиха,3,0.001,99.53
3060,карбомер,3,0.001,99.53
3061,ушко,3,0.001,99.53
3062,раствор хенкса,3,0.001,99.53
3063,электрик,3,0.001,99.53
3064,обучение,3,0.001,99.53
3065,пьедестал,3,0.001,99.53
3066,устройство холодный,3,0.001,99.53
3067,фабомотизол,3,0.001,99.53
3068,стопор,3,0.001,99.53
3069,теофиллин,3,0.001,99.53
3070,рабочий,3,0.001,99.53
3071,допамин,3,0.001,99.53
3072,инсулин,3,0.001,99.53
3073,микровыключатель,3,0.001,99.53
3074,профессиональный,2,0.000,99.54
3075,пентан,2,0.000,99.54
3076,токсивенол,2,0.000,99.54
3077,азарг,2,0.000,99.54
3078,дв,2,0.000,99.54
3079,ланцет,2,0.000,99.54
3080,список,2,0.000,99.54
3081,заттард,2,0.000,99.54
3082,креветка,2,0.000,99.54
3083,система смазочный,2,0.000,99.54
3084,кваматело,2,0.000,99.54
3085,трифлуоперазин,2,0.000,99.54
3086,повторный,2,0.000,99.54
3087,зерно,2,0.000,99.54
3088,ганцикловира,2,0.000,99.54
3089,фал,2,0.000,99.54
3090,кокарда,2,0.000,99.54
3091,олива,2,0.000,99.54
3092,кость,2,0.000,99.54
3093,уборочный,2,0.000,99.54
3094,участок,2,0.000,99.54
3095,консервы,2,0.000,99.54
3096,15,2,0.000,99.54
3097,рамиприл,2,0.000,99.55
3098,эдоксабан,2,0.000,99.55
3099,устройство определение,2,0.000,99.55
3100,метионин,2,0.000,99.55
3101,кан,2,0.000,99.55
3102,винилацетат,2,0.000,99.55
3103,гептан,2,0.000,99.55
3104,смр,2,0.000,99.55
3105,аллантоин,2,0.000,99.55
3106,дефектоскоп,2,0.000,99.55
3107,питьевой,2,0.000,99.55
3108,пиломатериал,2,0.000,99.55
3109,метиз,2,0.000,99.55
3110,собака,2,0.000,99.55
3111,развивающийся,2,0.000,99.55
3112,утилизация,2,0.000,99.55
3113,биологичёкий,2,0.000,99.55
3114,тестовый,2,0.000,99.55
3115,триамцинолон,2,0.000,99.55
3116,каскетка,2,0.000,99.55
3117,хьюмера,2,0.000,99.55
3118,паутинка,2,0.000,99.55
3119,патрица,2,0.000,99.56
3120,коктейль,2,0.000,99.56
3121,саженцевый,2,0.000,99.56
3122,кед,2,0.000,99.56
3123,логотип,2,0.000,99.56
3124,бумага туалетный,2,0.000,99.56
3125,прибор противопожарный,2,0.000,99.56
3126,основной,2,0.000,99.56
3127,сокоохладитель,2,0.000,99.56
3128,аэрозольный,2,0.000,99.56
3129,кросс,2,0.000,99.56
3130,люминоскоп,2,0.000,99.56
3131,кориандр,2,0.000,99.56
3132,электроизоляционный,2,0.000,99.56
3133,прибор ультразвуковой,2,0.000,99.56
3134,видеогастроскоп,2,0.000,99.56
3135,пробойник,2,0.000,99.56
3136,механический,2,0.000,99.56
3137,укрытие,2,0.000,99.56
3138,ретранслятор,2,0.000,99.56
3139,система операционный,2,0.000,99.56
3140,аминобензосульфаниламид,2,0.000,99.56
3141,стартерный,2,0.000,99.56
3142,гранит,2,0.000,99.57
3143,шаблон,2,0.000,99.57
3144,амикацин,2,0.000,99.57
3145,прочее,2,0.000,99.57
3146,плавание,2,0.000,99.57
3147,гладилка,2,0.000,99.57
3148,машина читать,2,0.000,99.57
3149,трубогибнуть,2,0.000,99.57
3150,пальто,2,0.000,99.57
3151,пневмоцилиндр,2,0.000,99.57
3152,мезококтейль,2,0.000,99.57
3153,полочка,2,0.000,99.57
3154,электроклапан,2,0.000,99.57
3155,щёткодержатель,2,0.000,99.57
3156,зерносушилка,2,0.000,99.57
3157,балансир,2,0.000,99.57
3158,дом,2,0.000,99.57
3159,оксациллин,2,0.000,99.57
3160,энтеросгель,2,0.000,99.57
